PPDB Ref no,Pesticide,Chemical Name (CAS),CAS RN,Plant,Scientific name,Study location,Matrix,IN or ON matrix,Field or Undercover,Min (days),Max (days),Mean (days),SMILES
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Orange,Citrus x sinensis,USA,Peel,I,F,8.7,8.7,8.7,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Pakchoi ,Brassica rapa subsp. chinensis,China,Leaves,I,F,1.36,1.36,1.36,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Pakchoi,Brassica rapa subsp. chinensis,China,Leaves,I,U,1.07,1.07,1.07,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Peach,Prunus persica,Brazil,Fruit,I,F,12.0,12.0,12.0,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Peach,Prunus persica,China,Fruit,O,F,4.1,5.5,4.8,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Pear,Pyrus communis,China,Fruit,O,F,8.5,8.5,8.5,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Pepper (chilli),Capsicum annuum Linn.,India,Fruit,I,F,1.88,1.88,1.88,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Pepper (bell),Capsicum annuum var. Lady bell,"KY, USA",Leaves,I,U,4.8,4.8,4.8,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Pepper (bell),Capsicum annuum var. Lady bell,"Ky, USA",Fruit,I,U,6.04,6.04,6.04,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Radish,Raphanus sativus,China,Leaves,I,F,3.2,11.6,7.4,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Rice,Oryza sativa,China,Leaves,I,F,3.4,4.8,4.1,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Tomato,Lycopersicon esculentum,USA,Leaves,I,U,6.1,6.1,6.1,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Tomato,Lycopersicon esculentum,USA,Fruit,I,U,5.8,5.8,5.8,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Tomato,Lycopersicon esculentum Mill. cv. Ohio MR-12,"Ohio, USA",Fruit,O,U,2.9,2.9,2.9,CO[P](=O)(NC(C)=O)SC
9,Acephate,"O,S-dimethyl acetylphosphoramidothioate",30560-19-1,Tomato,Lycopersicon esculentum Mill. cv. Ohio MR-12,"Ohio, USA",Leaves,O,U,2.9,2.9,2.9,CO[P](=O)(NC(C)=O)SC
10,Acequinocyl,"2-(acetyloxy)-3-dodecyl-1,4-naphthalenedione",57960-19-7,Perilla,Perilla frutescens,Republic of Korea,Leaves,I,U,2.8,3.1,1.64,CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Apple,Malus pumila Mill.,China,Fruit,I,F,2.2,5.1,3.65,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Cherry (sweet),Prunus avium,Serbia,Fruit,I,F,3.15,3.15,3.15,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Chinese cabbage,Brassica rapa subsp. pekinensis,China,Leaves,O,F,5.2,19.3,12.25,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Cowpea,Vigna unguiculata,Australia,Fruit,O,F,3.0,3.0,3.0,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Eggplant,Solanum melongena L. ,Egypt,Fruit,I,F,1.96,1.96,1.96,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Eggplant,Solanum melongena L. ,Egypt,Leaves,I,F,2.31,2.31,2.31,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Grape,Vitis vinifera L. cv. Savignon Blanc,Chile,Fruit,I,F,12.1,12.1,12.1,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Grape,Vitis vinifera L. cv. Pilot Noir,Chile,Fruit,I,F,15.4,15.4,15.4,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Mustard,Brassica juncea L.,nd,Leaves,I,F,1.02,1.59,1.3,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Okra,Abelmoschus esculentus L.,India,Fruit,I,F,2.3,2.3,2.3,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Parsley,Petroselinum crispum,Egypt,Leaves,I,F,2.68,2.68,2.68,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Peach,Prunus persica,Uruguay,Fruit,I,X (under rainshield),8.77,8.77,8.77,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Pepper (chilli),Capsicum annuum L.,India,Fruit,O,F,2.24,4.84,3.54,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Rocket,Eruca sativa,Egypt,Leaves,I,F,4.24,4.24,4.24,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Qat,Citrus japonica,Between Yemen and Saudi Arabia,Leaves,I,F,11.7,11.7,11.7,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Soybean ,Glycine max,China,Whole plant,I,F,4.9,5.1,5.0,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Spinach,Spinacia oleracea L. var. Bloomsdale,"CA, USA",Seedling leaves,I,U,10.0,10.0,10.0,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Tea,Camellia sinensis,India,Shoots,I,F,1.82,2.33,2.08,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Tea,Camellia sinensis,India,Leaves,I,F,1.84,2.25,2.05,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Tea,Camellia sinensis,India,Leaves,I,F,2.8,14.1,8.5,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Zucchini,Cucurbita pepo. Zucchini,Republic of Korea,Fruit,I,U,1.87,1.94,1.91,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
11,Acetamidprid,(1E)-N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,135410-20-7,Zucchini,Cucurbita pepo. Zucchini,Republic of Korea,Leaves,I,U,2.0,2.54,2.27,CN(Cc1ccc(Cl)nc1)C(C)=NC#N
12,Acetochlor,2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,34256-82-1,Rice,Oryza sativa,China,Whole plant,I,F,1.21,2.07,1.64,CCOCN(C(=O)CCl)c1c(C)cccc1CC
16,Acrinathrin,"(S)-cyano(3-phenoxyphenyl)methyl (1R,3S)-2,2-dimethyl-3-[(1Z)-3-oxo-3-[2,2,2-trifluoro-1-(trifluoromethyl)ethoxy]-1-propenyl]cyclopropanecarboxylate",101007-06-1,Green bean,Phaseolus vulgaris,Spain,Fruit,I,U,0.98,0.98,0.98,CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2
16,Acrinathrin,"(S)-cyano(3-phenoxyphenyl)methyl (1R,3S)-2,2-dimethyl-3-[(1Z)-3-oxo-3-[2,2,2-trifluoro-1-(trifluoromethyl)ethoxy]-1-propenyl]cyclopropanecarboxylate",101007-06-1,Pepper,Capsicum spp.,Spain,Fruit,I,U,0.77,2.08,1.43,CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2
16,Acrinathrin,"(S)-cyano(3-phenoxyphenyl)methyl (1R,3S)-2,2-dimethyl-3-[(1Z)-3-oxo-3-[2,2,2-trifluoro-1-(trifluoromethyl)ethoxy]-1-propenyl]cyclopropanecarboxylate",101007-06-1,Pepper,Capsicum spp.,Republic of Korea,Fruit,I,U,6.76,7.11,6.94,CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2
16,Acrinathrin,"(S)-cyano(3-phenoxyphenyl)methyl (1R,3S)-2,2-dimethyl-3-[(1Z)-3-oxo-3-[2,2,2-trifluoro-1-(trifluoromethyl)ethoxy]-1-propenyl]cyclopropanecarboxylate",101007-06-1,Zucchini,Cucurbita pepo. Zucchini,Spain,Fruit,I,U,1.01,1.32,1.17,CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Apple,Malus pumila Mill.,*,Flesh,I,*,4.8,4.8,4.8,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Apple,Malus pumila Mill.,*,Peel,I,*,4.8,4.8,4.8,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Banana,Musa spp.,*,Flesh,I,*,4.0,4.0,4.0,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Banana,Musa spp.,*,Peel,I,*,6.5,6.5,6.5,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Cotton,Gossypium hirsutum L. var. Deltapine-Smoothleaf,"TX, USA",Leaves,I,U,1.0,1.0,1.0,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Onion,Allium cepa,*,Flesh,I,*,5.8,5.8,5.8,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Onion,Allium cepa,*,Fruit skin,I,*,4.0,4.0,4.0,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Pear,Pyrus communis,*,Flesh,I,*,6.7,6.7,6.7,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Pear,Pyrus communis,*,Fruit skin,I,*,5.1,5.1,5.1,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Potato,Solanum tuberosum L. var. Cobbler,"NC, USA",Leaves,I,F,1.0,1.0,1.0,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Potato,Solanum tuberosum,*,Tuber flesh,I,*,5.9,5.9,5.9,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Potato,Solanum tuberosum,*,Tuber skin,I,*,5.2,5.2,5.2,CNC(=O)O\N=C\C(C)(C)SC
19,Aldicarb,2-methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,116-06-3,Sugarbeet,Beta vulgaris subsp. vulgaris convar. vulgaris var. altissima,Belgium,Leaves,I,F,6.13,12.6,9.37,CNC(=O)O\N=C\C(C)(C)SC
20,Aldoxycarb,2-methyl-2-(methylsulfonyl)propanal O-[(methylamino)carbonyl]oxime,1646-88-4,Sugarbeet,Beta vulgaris subsp. vulgaris convar. vulgaris var. altissima,Belgium,Leaves,I,F,6.73,23.1,14.92,CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O
21,Aldrin,"(1R,4S,4aS,5S,8R,8aR)-rel-1,2,3,4,10,10-hexachloro-1,4,4a,5,8,8alpha-hexahydro-1,4:5,8-dimethanonaphthalene",309-00-2,Alfalfa,Medicago sativa,"WI, USA",Leaves,I,F,1.7,1.7,1.7,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl
21,Aldrin,"(1R,4S,4aS,5S,8R,8aR)-rel-1,2,3,4,10,10-hexachloro-1,4,4a,5,8,8alpha-hexahydro-1,4:5,8-dimethanonaphthalene",309-00-2,Apple,Malus pumila Mill.,UK,Leaves,O,F,7.0,7.0,7.0,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl
23,Alloxydim,"methyl 2,2-dimethyl-4,6-dioxo-5-[(1E)-1-[(2-propenyloxy)imino]butyl]cyclohexanecarboxylate",55634-91-8,Sugarbeet,Beta vulgaris subsp. vulgaris convar. vulgaris var. altissima,UK,Leaves,O,F,3.0,3.0,3.0,CCC\C(NOCC=C)=C1/C(=O)CC(C)(C)C(C(=O)OC)C1=O
24,Alpha cypermethrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate",67375-30-8,Mustard,Brassica Campestris Linn,India,Leaves,I,F,2.3,8.7,5.5,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
24,Alpha-cypermetrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate",67375-30-8,Mustard (white),Sinapis alba L.,Poland,Above ground plant,I,F,3.1,4.6,3.85,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
24,Alpha cypermethrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate",67375-30-8,Tea,Camellia sinensis,India,Leaves,I,F,3.7,3.9,3.8,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
24,Alpha cypermethrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate",67375-30-8,Tea,Camellia sinensis,India,Shoots,I,F,3.5,3.8,3.65,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
24,Alpha cypermethrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate",67375-30-8,Tomato,Solanum lycopersicum cv. Caramba,Spain,Fruit,I,U,7.3,7.3,7.3,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
30,Amitraz,"N'-(2,4-dimethylphenyl)-N-[[(2,4-dimethylphenyl)imino]methyl]-N-methylmethanimidamide",33089-61-1,Gojiberry,Lycium barbarum,China,Fruit,I,F,5.0,5.0,5.0,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C
30,Amitraz,"N'-(2,4-dimethylphenyl)-N-[[(2,4-dimethylphenyl)imino]methyl]-N-methylmethanimidamide",33089-61-1,Orange,Citrus x sinensis,"CA, USA",Peel,I,F,3.6,11.0,7.3,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C
33,Fenothiacarb,S-(4-phenoxybutyl) dimethylcarbamothioate,62850-32-2,Mandarin,Citrus reticulata,Republic of Korea,Leaves,I,U,1.6,1.6,1.6,CN(C)C(=O)SCCCCOc1ccccc1
33,Fenothiacarb,S-(4-phenoxybutyl) dimethylcarbamothioate,62850-32-2,Mandarin,Citrus reticulata,Republic of Korea,Peel,I,U,12.0,12.0,12.0,CN(C)C(=O)SCCCCOc1ccccc1
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Balsam fir,Abies balsamea,Canada,Needles,I,F,0.71,0.92,0.82,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Green ash,Fraxinus pennsylvanica,Canada,Leaves,I,F,7.5,12.3,9.9,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Olive,Olea europaea cv. Tonda di Cagliari,Italy,Fruit,O,F,0.8,0.8,0.8,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Peach,Prunus persica cv. Spring belle,Italy,Leaves,O,F,1.05,3.83,2.44,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Peach,Prunus persica cv. Spring belle,Italy,Skin,O,F,1.11,3.2,2.16,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Peach,Prunus persica cv. Spring belle,Italy,Fruit,O,F,2.0,4.57,3.29,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Peach,Prunus persica cv. Spring belle,Italy,Wax,O,F,4.52,21.18,12.85,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Red maple,Acer rubrum,Canada,Leaves,I,F,5.62,7.02,6.32,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
46,Azadirachtin,"dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-butenyl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naphtho[1,8-bc:4,4a-c?]difuran-5,10a(8H)-dicarboxylate",11141-17-6,Red oak,Quercus rubra,Canada,Leaves,I,F,0.79,0.83,0.81,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
